Station Name,Agency Name,State Name,District,Basin Name,Sub Basin Name,Date Collection,Longitude,Latitude,k,cl,ca,hco3,mg,f,ph_gen,Level (m),,Potash,ph,Crop
Tadagavadi,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,76.83,12.44111111,48,317.2,36,1.01316,0,630,NaN,NaN,,23,5.906596905,pigeonpeas
Tadas A,CGWB,Karnataka,Haveri,Krishna Basin,Krishna Upper,2018,75.11666667,15.11666667,NaN,NaN,NaN,0.18,0,1040,NaN,NaN,,22,6.574209678,pigeonpeas
Talakal,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Upper,2018,76.01861111,15.3775,NaN,NaN,NaN,0.55,0,1780,NaN,NaN,,20,4.807776749,pigeonpeas
Tale Morab,CGWB,Karnataka,Dharwad,Krishna Basin,Krishna Upper,2018,75.14916667,15.55611111,46,170.8,57,1.1694,0,956,NaN,NaN,,24,4.760038039,pigeonpeas
Talikatte,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Upper,2018,76.0875,13.95555556,68,585.6,380,1.18436,0,3670,NaN,NaN,,23,5.180271502,pigeonpeas
Talya,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Lower,2018,76.275,14.025,44,616.1,160,1.09497,0,2920,NaN,NaN,,25,4.895927306,pigeonpeas
Tatikal,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2018,78.5,13.20416667,46,292.8,108,0.482759,0,742,NaN,NaN,,24,6.436160044,pigeonpeas
Tawargera1,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Lower,2018,76.41666667,15.76666667,NaN,NaN,NaN,2.4,0,790,NaN,NaN,,21,7.066087261,pigeonpeas
Tendekere,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Upper,2018,76.53333333,12.56666667,34,103.7,19,1.09211,0,517,NaN,NaN,,18,6.655918078,pigeonpeas
Thekkatte,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.70194444,13.55333333,NaN,NaN,NaN,0.009,0,130,NaN,NaN,,25,5.982854523,pigeonpeas
Thoralakki,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Ponnaiyar and other,2018,78.15138889,12.92083333,86,396.5,124,1.7931,0,1305,NaN,NaN,,21,5.457871273,pigeonpeas
Tilavalli,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2018,75.41666667,14.45,NaN,NaN,NaN,0.29,0,630,NaN,NaN,,16,4.759490199,pigeonpeas
Tirumala Sagara Chatra,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,76.67138889,12.54861111,70,366,44,0.460526,0,916,NaN,NaN,,23,7.342409555,pigeonpeas
Titimathi,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.92916667,12.25833333,NaN,NaN,NaN,0.37,0,1380,NaN,NaN,,19,4.820788186,pigeonpeas
Torke,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.35138889,14.55694444,38,148,34,0.61,0,490,NaN,NaN,,19,6.242052013,pigeonpeas
Trasi,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.65277778,13.68916667,NaN,NaN,NaN,0.017,0,210,NaN,NaN,,20,5.001038726,pigeonpeas
Tumba,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2018,76.19166667,16.01666667,NaN,NaN,NaN,0.68,0,5600,NaN,NaN,,21,5.560224583,pigeonpeas
Tumminkatti,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2018,75.23333333,15.01666667,NaN,NaN,NaN,1.4,0,770,NaN,NaN,,24,4.747352458,pigeonpeas
Tyagli,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.87444444,14.48277778,48,132,17,0.2,0,482,NaN,NaN,,15,7.313517308,pigeonpeas
Uchila,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.75277778,13.19222222,NaN,NaN,NaN,0.24,0,440,NaN,NaN,,23,5.661826398,pigeonpeas
Udupi,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.75,13.33333333,NaN,NaN,NaN,0.018,0,520,NaN,NaN,,21,4.672437054,pigeonpeas
Ukinal,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,76.63333333,16.75833333,NaN,NaN,NaN,1.6,0,2300,NaN,NaN,,15,6.471862118,pigeonpeas
Ulimeshwar,CGWB,Karnataka,Raichur,Krishna Basin,Tungabhadra Lower,2018,76.44166667,15.95194444,40,524.6,284,3.7,0,1550,NaN,NaN,,18,5.384762927,pigeonpeas
Umalimulur,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Lower,2018,76.41666667,15.78333333,NaN,NaN,NaN,1.1,0,1780,NaN,NaN,,20,5.859813416,pigeonpeas
Unchalli,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2018,74.90611111,14.57805556,28,82,7,0.45,0,267,NaN,NaN,,24,6.962386495,pigeonpeas
Uplai,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,76.85,17.425,NaN,NaN,NaN,0.38,0,1150,NaN,NaN,,20,6.12166671,pigeonpeas
Uppadike,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.86194444,14.38416667,30,83,10,0.3,0,268,NaN,NaN,,19,6.421748487,pigeonpeas
Upparpet,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2018,77.99166667,13.4,94,506.3,120,4.23529,0,1917,NaN,NaN,,16,4.828936119,pigeonpeas
Uttaballi,CGWB,Karnataka,Chamarajanagar,Cauvery Basin,Cauvery Middle,2018,77.075,12.14722222,NaN,NaN,NaN,0.29,0,2500,NaN,NaN,,23,6.98571967,pigeonpeas
Vadagere,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Ponnaiyar and other,2018,78.09638889,13.0475,46,616.1,128,0.758621,0,2490,NaN,NaN,,21,4.603563116,pigeonpeas
Vadageri,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,75.04861111,14.875,42,158.652,21,0.59,0,392,NaN,NaN,,20,6.979540061,pigeonpeas
Vadarayanahalli,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2018,75.29166667,15.08333333,NaN,NaN,NaN,1.1,0,840,NaN,NaN,,24,7.064973419,pigeonpeas
Vaddarahalli,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,76.06111111,12.80555556,NaN,NaN,NaN,0.15,0,1430,NaN,NaN,,22,5.16516459,pigeonpeas
Vaddikere,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Lower,2018,76.6,14.11666667,92,183,500,0.98324,0,3800,NaN,NaN,,16,5.111488821,pigeonpeas
Vajjal,CGWB,Karnataka,Kalaburagi,Krishna Basin,Krishna Upper,2018,76.54722222,16.47666667,NaN,NaN,NaN,1.4,0,1800,NaN,NaN,,19,5.374358869,pigeonpeas
Vandse,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.7625,13.70833333,NaN,NaN,NaN,0.039,0,290,NaN,NaN,,19,5.671419084,pigeonpeas
Vastre,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.67333333,13.84833333,NaN,NaN,NaN,0.036,0,540,NaN,NaN,,17,5.667419697,pigeonpeas
Wadegaon,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2018,77.51805556,18.12222222,46,253,56,0.880503,0,1180,NaN,NaN,,18,6.07938452,pigeonpeas
Watgal,CGWB,Karnataka,Raichur,Krishna Basin,Tungabhadra Lower,2018,76.75666667,16.10472222,164,414.8,800,0.69,0,3900,NaN,NaN,,17,6.931924963,pigeonpeas
Yachgondanahally,CGWB,Karnataka,Hassan,Krishna Basin,Tungabhadra Lower,2018,76.34472222,13.49222222,0,0,0,0.11,0,630,NaN,NaN,,22,6.842744374,pigeonpeas
Yekkambi,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2018,74.93333333,14.68333333,46,127,26,0.2,0,437,NaN,NaN,,22,6.876572503,pigeonpeas
Yelburga,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Upper,2018,76.01944444,15.63611111,NaN,NaN,NaN,0.11,0,760,NaN,NaN,,18,6.151029296,pigeonpeas
Yellapur1,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.73333333,14.96666667,14,103,14,0.41,0,150,NaN,NaN,,24,4.567446499,pigeonpeas
Yergunti,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Upper,2018,76.44138889,16.19861111,64,274.5,300,1.4,0,1240,NaN,NaN,,18,3.692863601,mothbeans
Yeriyuru,CGWB,Karnataka,Chamarajanagar,Cauvery Basin,Cauvery Middle,2018,77.40833333,12.00555556,0,0,0,0.31,0,2400,NaN,NaN,,23,4.371745575,mothbeans
Agadalu,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,75.77666667,13.19194444,16,64,156,537,1.48,560,8.71,7.31,,25,8.399135958,mothbeans
Ahmedpur,CGWB,Karnataka,Hassan,Krishna Basin,Tungabhadra Lower,2019,76.27638889,13.49222222,1.05,24.815,12,189.1,85,327,6.43,NaN,,18,8.840656256,mothbeans
Ainapur1,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2019,77.225,17.60833333,85.2,20,146.4,41.344,1003,138.6,8.534,6.42,,16,8.153022903,mothbeans
Airodi,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.71111111,13.45583333,18,14,48.8,2.42,340,32,7.523,6.02,,22,5.270749441,mothbeans
Alagur,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2019,75.34861111,16.57222222,1448.4,216,97.6,233.088,9980,2036.4,8.53,6.42,,15,8.050304395,mothbeans
Alakod,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.49444444,14.31666667,28,12,129,7.26,343,53,8.05,5.33,,20,9.679240873,mothbeans
Alur1,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,75.98333333,12.96666667,78,44,85,53,727,47,9.47,NaN,,24,6.974978386,mothbeans
Alur2,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2019,76.62222222,16.88611111,56.8,40,274.5,49.856,1376,206.5,7.835,NaN,,24,7.39389918,mothbeans
Amdalli,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.25,14.78333333,56.8,16,130,14.52,463,50,8.13,NaN,,17,6.68727523,mothbeans
Amingad,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2019,75.94166667,16.05416667,568,24,152.5,128.684,2910,445.4,9.03,NaN,,25,7.88118645,mothbeans
Ammatti,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2019,75.86666667,12.24166667,49.7,32,229,42.56,900,71,7.2,NaN,,23,5.875333778,mothbeans
Amminalli,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.80833333,14.3875,17.75,24,61,6.05,386,42,9.09,NaN,,22,8.202706015,mothbeans
Ampaaru,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.82111111,13.64722222,16,2,18.3,2.42,180,26,7.213,NaN,,21,8.985348193,mothbeans
Anchedoddi,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2019,77.07722222,12.39527778,223.65,34,280,40.128,1591,179,8.02,4.67,,20,5.87707519,mothbeans
Anemall,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,75.76833333,12.9325,32,64,140,7,346,16,8.2,NaN,,23,7.707595055,mothbeans
Angondanahalli,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2019,78.36,13.07,183,38,189.1,13.31,1211,174,8.45,13.02,,25,4.524171562,mothbeans
Ankadakatte,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.69416667,13.60416667,14.2,4,24.4,2.42,170,26,7.455,NaN,,22,9.926212291,mothbeans
Ankola1,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.3,14.66666667,56.8,22,103.7,20.57,428,39.6,7.82,NaN,,25,6.455592696,mothbeans
Ankusha Doddy,CGWB,Karnataka,Raichur,Krishna Basin,Tungabhadra Lower,2019,76.61222222,16.03444444,525.4,92,359.9,177.244,3030,341.3,8.328,5.35,,17,8.016210782,mothbeans
Anshi,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.38333333,14.9875,15,18,82,7.26,269,21,8.71,NaN,,22,3.71105919,mothbeans
Antarvalli,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.45944444,14.47111111,33,16,114,2.42,412,71,8.46,NaN,,19,5.49091063,mothbeans
Arabi Kottanuru,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2019,78.0425,13.12111111,24.85,16,85.4,8.47,269,22,8.09,NaN,,15,9.254089438,mothbeans
Arakere1,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2019,76.8,12.41666667,88.75,10,257,20.672,890,130,9.54,NaN,,19,6.005242945,mothbeans
Ardi,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.97444444,13.51805556,28.4,4,54.9,2.42,250,41,7.405,NaN,,20,7.437078236,mothbeans
Arehalli,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,75.81138889,13.05361111,504.1,58,292.8,81.338,3580,472.6,8.258,NaN,,18,3.808429173,mothbeans
Areshirur,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.74416667,13.83194444,14.2,4,27,1.21,130,23,7.22,NaN,,21,5.818219385,mothbeans
Arge Karwar,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.1625,14.76916667,15,16,77,8,155,11,7.66,NaN,,24,4.52363558,mothbeans
AsoduKalavara,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.73916667,13.58944444,28.4,4,61,3.63,260,46,7.908,NaN,,24,3.510404312,mothbeans
Avani,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2019,78.32694444,13.10666667,46.15,22,80,14.52,373,29,8.39,NaN,,24,6.030447288,mothbeans
Ayyangeri,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2019,75.5775,12.3525,17.75,68,36.6,10.944,370,9.8,8.5,7.14,,22,5.498340808,mothbeans
Baaguru,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,76.375,13.025,163,20,49,53,1252,78,9.2,NaN,,15,4.61136408,mothbeans
Badagandi,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2019,75.64166667,16.35,291.1,28,439.2,58.272,2090,325.5,8.751,NaN,,23,5.545219232,mothbeans
Badal,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.60555556,14.425,14.2,18,102,9.68,273,26,9.41,NaN,,16,8.292875734,mothbeans
Badami1,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2019,75.67777778,15.91666667,63.9,24,67.1,7.284,593,91.1,8.797,NaN,,19,3.828031463,mothbeans
Badamikatte,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.90416667,13.32916667,14.2,2,24.4,1.21,140,29,7.68,NaN,,22,8.869532817,mothbeans
Baindur 1,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.67583333,13.80472222,1505.2,94,268.4,94.38,5300,753,8.342,NaN,,20,3.793575185,mothbeans
Bairakur,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2019,78.48916667,13.23694444,261,90,317.2,39.93,1925,219,8.66,NaN,,20,4.193189124,mothbeans
Balasinda,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Middle,2019,76.59527778,12.96472222,142,48,305,90,771,52,9.4,NaN,,16,7.661537348,mothbeans
Baligatta,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2019,76.63722222,12.74861111,145,10,126,17.024,901,127,8.71,NaN,,24,9.392694614,mothbeans
Ballamavathu,CGWB,Karnataka,Kodagu,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,75.88111111,12.17166667,35.5,62,67.1,18.24,420,11.35,9.7,NaN,,21,4.516154055,mothbeans
Banavasi,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2019,75.01888889,14.53416667,28.4,34,79.3,7.26,580,16,8.36,NaN,,20,5.794289715,mothbeans
Bandal,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.66666667,14.53333333,17.75,20,51,1.21,165,12,8.36,NaN,,20,7.354286985,mothbeans
Bandi,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Lower,2019,76.05833333,15.73333333,187,22,276,20.672,1382,175.95,8.23,6.41,,18,5.993513566,mothbeans
Banhatti,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2019,75.13194444,16.47916667,227.2,116,91.5,36.42,1469,125.75,7.976,NaN,,20,8.620107545,mothbeans
Bantkal,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.79555556,13.25194444,35.5,2,18.3,1.21,140,32,8.055,NaN,,18,9.45949344,mothbeans
Basavanahalli A,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2019,75.85,12.25,28.4,102,240,24.32,870,43.6,8.2,NaN,,24,8.0344125,mothbeans
Basavanapura,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2019,76.99166667,12.56666667,187,26,320,35.264,1549,220,8.26,NaN,,18,5.414492777,mothbeans
Battarga,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2019,76.5625,17.38333333,418.9,120,353.8,231,3240,291.7,8.128,NaN,,23,6.276004336,mothbeans
Belekeri,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.26666667,14.725,24.85,6,122,12.1,250,44,7.73,NaN,,21,9.160691747,mothbeans
Belur1,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,75.88333333,13.16666667,46,104,366,32,558,17,8.93,NaN,,22,7.887658711,mothbeans
Beluru,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2019,75.92861111,12.57194444,31.95,34,51,17.024,310,8.85,8,NaN,,21,8.183844843,mothbeans
Bharati Nagar,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2019,77.03472222,12.4675,240,40,493,51.072,1852,254,8.26,NaN,,22,9.072011412,mothbeans
Bhatkal1,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.55,13.98333333,42.6,8,103.7,14.52,343,44,8.08,NaN,,16,7.702287236,mothbeans
Biccodu A,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,75.86361111,13.07777778,78,96,293,24,878,75,8.29,NaN,,15,5.88509677,mothbeans
Bidar1,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2019,77.52361111,17.91333333,96,36,153,20.57,931,92,8.44,8.33,,22,6.16496284,mothbeans
Bidurmalai Koppalu,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,76.03888889,12.76805556,75,40,281,66,721,37,8.9,NaN,,15,3.504752314,mothbeans
Bilgi1,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.79722222,14.3625,19,12,50,7.26,222,21,9.55,NaN,,20,7.388007483,mothbeans
Bindiganavale,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2019,76.63611111,12.87805556,58,10,123,24.32,511,40.85,9.99,NaN,,25,8.340398059,mothbeans
Bittangala,CGWB,Karnataka,Kodagu,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,75.84333333,12.16722222,34,60,210,31.616,320,7.65,8.2,NaN,,24,8.66077954,mothbeans
Bolashettihal,CGWB,Karnataka,Kalaburagi,Krishna Basin,Krishna Upper,2019,76.50722222,16.39055556,113.6,38,152.5,24.32,874,124.3,7.814,NaN,,17,3.558822825,mothbeans
Bomanhal,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Upper,2019,76.34444444,16.07222222,376.3,60,500.2,70.412,2220,280.5,8.208,NaN,,17,5.9565851,mothbeans
Bommenanahalli,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Lower,2019,76.26166667,14.21916667,159.75,44,384.3,38.848,1330,145.7,8.074,10.01,,17,9.416003106,mothbeans
Borgi,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2019,77.04027778,18.03111111,139,36,262,31.46,1336,155,8.73,NaN,,16,8.18422855,mothbeans
Brahmavara,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.74416667,13.43555556,21.3,4,42.7,1.21,160,25,7.606,NaN,,19,5.131779302,mothbeans
Budikote,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Ponnaiyar and other,2019,78.13166667,12.90527778,237.85,44,164.7,42.35,1285,149,8.5,NaN,,18,6.294130313,mothbeans
Bydarahalli,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2019,76.755,12.50333333,167,22,244,42.56,1347,198,8.29,NaN,,24,7.991902443,mothbeans
Chandavar,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.47916667,14.4,39,10,132,4.84,423,70,8.03,NaN,,20,8.923095695,mothbeans
Chattahalli,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2019,75.83611111,12.36527778,41,300,198,15.808,1260,12.4,8.2,NaN,,20,6.878498176,mothbeans
Cheerambane,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2019,75.91805556,12.4375,17.75,50,87,14.592,360,41.1,7.7,NaN,,19,5.243634849,mothbeans
Cheyyandane,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2019,75.69166667,12.22777778,21.3,84,95,14.592,370,11.05,7.9,NaN,,23,7.550090941,mothbeans
Chikapalya,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2019,76.76972222,12.40861111,67.45,12,252,34.048,936,113,9.14,NaN,,17,8.709291688,mothbeans
Chikbergi,CGWB,Karnataka,Raichur,Krishna Basin,Tungabhadra Lower,2019,76.50555556,15.75833333,220.1,60,457.5,70.412,1529,143.7,7.663,NaN,,25,7.792508068,mothbeans
Chikkahonakuni,CGWB,Karnataka,Raichur,Krishna Basin,Tungabhadra Lower,2019,76.99166667,16.06666667,78.1,48,384.3,19.424,1140,188.8,8.515,NaN,,20,8.055908858,mothbeans
Chikksarur,CGWB,Karnataka,Raichur,Krishna Basin,Tungabhadra Lower,2019,76.63722222,16.11083333,255.6,96,183,104.404,2050,154.9,8.154,NaN,,20,4.397698806,mothbeans
Chinamgeri,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2019,76.57305556,17.21583333,71,24,268.4,51.072,1587,273.7,7.86,NaN,,19,5.952384957,mothbeans
Chincherki,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Upper,2019,76.78805556,16.20111111,39.05,60,475.8,43.704,883,93.1,8.168,NaN,,17,8.532078733,mothbeans
Chitapur A,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2019,77.06972222,17.11666667,85.2,36,280.6,26.752,978,148,7.856,NaN,,23,7.224193642,mothbeans
Chitradurga1,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Lower,2019,76.4,14.21666667,81.65,28,353.8,33.992,980,118.4,7.614,NaN,,23,4.931890506,mothbeans
Choudepur,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2019,76.54166667,17.24166667,482.8,152,195.2,138.624,3270,365.4,7.798,NaN,,16,4.626212446,mothbeans
Dandeli Dw,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.62583333,15.24194444,28.4,40,176.9,8.47,646,42,7.92,NaN,,24,5.026003659,mothbeans
Deevalli,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.55416667,14.41694444,24.85,10,152.5,15.73,355,42,8.24,NaN,,25,3.5253661,mothbeans
Devarakolli,CGWB,Karnataka,Kodagu,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,75.63944444,12.44944444,35.5,54,65,3.648,270,11.15,8.2,NaN,,21,8.86979671,mothbeans
Devarayasamudra,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2019,78.3,13.12361111,220.1,50,164.7,26.62,1497,177,8.91,NaN,,22,9.406887533,mothbeans
Devegowdana Koppalu,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2019,76.69444444,12.4975,113.6,30,288,34.048,1120,126,7.933,NaN,,23,5.80428611,mothbeans
Dhareshwara,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2019,74.41194444,14.36833333,17.75,6,72,13.31,108,7.6,7.77,NaN,,15,8.35495812,mothbeans
Dibbanagal,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2019,74.53055556,14.26388889,42.6,38,115,14.52,356,12,8.16,NaN,,22,8.634929739,mothbeans
Dogganal,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Upper,2019,76.07361111,14.03194444,301.75,22,146.4,66.77,1633,203.1,8.364,NaN,,25,7.699200949,mothbeans
Dongargaon,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2019,77.25833333,18.25833333,21.3,30,122,24.2,595,32,8.56,NaN,,18,5.261285926,mothbeans
Dummi,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Upper,2019,76.08333333,14.05,553.8,22,305,93.478,3480,231.8,8.326,NaN,,19,9.112771682,mothbeans
Ekamba,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2019,77.37222222,18.28055556,82,36,129,12.1,956,118,8.61,NaN,,17,4.605700542,mothbeans
Elleshpura,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2019,76.20666667,12.81694444,71,68,171,32,956,41,9.75,NaN,,18,7.115994051,mothbeans
